COMNID,DPAY_SETTLEMENT_AMOUNT_202406,DPAY_SETTLEMENT_AMOUNT_202407,DPAY_SETTLEMENT_AMOUNT_202408,DPAY_SETTLEMENT_AMOUNT_202409,DPOINTS_USE_202406,DPOINTS_USE_202407,DPOINTS_USE_202408,DPOINTS_USE_202409,DPOINTS_GIVE_202406,DPOINTS_GIVE_202407,DPOINTS_GIVE_202408,DPOINTS_GIVE_202409,DCARD_USE_AMOUNT_202406,CONTRACT,CONTRACT_PERIOD,GENDER,AGE
665,76221,37018,83396,51680,699,154,238,290,342,187,174,104,128676,1,1,1,25
666,84336,61660,29393,51639,727,287,656,297,310,321,153,275,251997,1,1,1,33
667,47867,21551,56539,119608,427,545,377,407,420,294,52,42,9518,1,3,2,49
668,23931,44209,78978,53937,507,211,660,336,301,410,356,488,187468,1,2,2,51
669,3349,25526,60636,74747,126,240,649,383,158,406,382,272,238364,1,1,2,48
670,52630,54851,9370,127339,130,317,439,512,492,425,128,305,250902,1,1,1,61
671,94060,71613,90816,77625,792,797,341,364,89,485,425,335,244386,1,2,1,20
672,86002,95507,42572,122933,675,338,341,180,173,169,419,0,283897,1,1,2,26
673,91101,7276,36213,51232,483,270,146,334,422,445,349,273,279008,1,3,1,69
674,62423,32487,24632,103641,607,396,478,541,108,92,197,317,264130,1,1,2,26
675,37817,91189,23505,86839,794,165,285,414,413,387,203,221,268641,1,1,1,23
676,32516,64139,75625,120546,568,540,396,678,260,391,338,146,11105,1,3,1,41
677,10234,20893,66318,61683,576,744,194,487,310,435,463,497,58336,1,1,1,50
678,90190,98384,75635,65860,774,147,269,276,330,321,233,23,24144,1,2,2,33
679,77013,6106,19572,69872,716,735,149,383,276,154,330,112,48788,1,1,2,59
680,91781,6129,62050,133251,234,489,355,616,58,250,298,79,23332,1,1,2,65
681,33664,98770,1121,126708,400,100,404,513,281,472,65,78,35360,1,3,2,32
682,87589,76343,73575,123716,678,643,272,242,193,294,282,359,88417,1,2,2,39
683,85145,89409,116,95240,375,385,610,739,55,86,171,444,90141,1,3,1,41
684,43775,74193,83116,133205,566,685,237,247,106,82,201,469,290957,1,1,1,24
685,9590,6542,38947,68546,297,634,468,627,300,308,183,289,98354,1,3,1,54
686,83339,50528,38315,86298,162,571,680,132,129,341,179,99,91602,1,1,1,37
687,31623,12406,64559,112767,146,341,398,391,225,490,492,129,262034,1,2,2,43
688,96872,83952,31858,133739,706,191,437,505,454,324,387,211,3341,1,3,1,43
689,97382,91526,23712,52576,727,684,790,200,267,384,300,199,142478,1,1,2,49
690,23190,27086,72660,116596,106,341,547,142,240,380,243,90,92275,1,3,2,69
691,86978,87708,79306,71260,582,327,682,727,51,431,39,132,277249,1,2,1,56
692,14693,75316,9646,53986,152,658,235,382,132,407,91,61,135325,1,3,2,30
693,36588,63604,33377,139719,591,373,269,434,213,150,303,432,267625,1,1,1,24
694,85403,29248,50356,93079,414,635,369,503,302,142,373,223,73101,1,1,1,34
695,77829,8043,8250,96606,401,303,579,574,50,397,462,153,98572,1,3,1,37
696,96890,37258,91320,103692,428,703,202,338,281,458,280,70,213528,1,1,2,42
697,3759,88893,50975,108952,148,638,759,194,351,115,257,233,204660,1,1,1,64
698,28513,30230,88969,147292,656,435,145,232,241,206,194,493,60670,1,3,2,25
699,92637,4040,52922,109568,105,623,190,224,366,467,34,306,295920,1,1,1,49
700,23415,83654,97850,148022,542,304,133,575,106,92,128,142,271147,1,2,1,61
701,4750,29085,78073,103117,414,743,479,541,385,342,497,134,111342,1,1,1,46
702,18182,58631,63634,57923,185,664,307,436,19,442,388,199,154566,1,3,1,66
703,49929,34822,32071,92293,659,456,171,205,250,157,109,485,206002,1,3,2,53
704,99027,67001,91144,78917,796,635,220,371,140,345,168,335,264144,1,1,2,34
705,37585,97862,80238,147229,788,792,694,578,262,294,479,328,153881,1,2,1,56
706,20882,20247,53302,140686,657,318,159,579,430,397,312,121,277610,1,1,1,55
707,97342,92443,67650,77993,536,160,651,243,354,335,133,235,197875,1,2,1,68
708,49620,7553,9154,102051,367,348,355,775,302,270,216,385,176984,1,3,1,47
709,10504,61233,19500,93058,229,480,447,256,197,188,44,465,63913,1,2,2,31
710,96410,56814,74616,83808,393,156,173,174,26,427,250,167,285177,1,2,1,45
711,4008,17561,13333,53960,332,684,260,398,230,208,346,282,201383,1,1,1,58
712,76880,56502,19391,134872,289,231,289,113,428,379,422,325,209489,1,3,1,21
713,64551,48309,62678,106543,214,671,718,581,212,90,3,12,219279,1,2,2,20
714,68242,46970,14429,97994,360,609,294,453,281,296,430,432,39260,1,2,1,25
715,91404,61325,79704,126220,568,792,647,788,426,376,453,292,134872,1,1,1,26
716,5767,49193,63968,135218,798,764,534,162,445,115,41,78,219465,1,1,2,68
717,7981,17200,57547,120154,339,148,143,260,459,13,29,94,222929,1,1,2,40
718,17323,77389,17250,116081,494,556,139,569,46,334,338,401,137670,1,2,1,67
719,25075,44238,43741,89756,369,409,230,734,291,229,54,296,41573,1,3,1,35
720,45227,3875,55589,72654,458,258,119,792,238,80,314,373,19620,1,2,2,56
721,57539,7707,38118,87288,233,226,258,278,400,52,382,69,199588,1,3,2,57
722,19034,11887,88733,83645,684,517,109,731,31,239,255,250,167913,1,3,2,67
723,80235,98120,45075,146343,329,379,491,462,312,12,436,381,145947,1,1,2,28
724,59368,95201,19963,79318,683,623,672,679,5,270,483,439,258502,1,1,2,46
725,21548,55198,22931,148401,724,673,632,505,99,63,457,244,296444,1,2,2,55
726,18770,95654,47239,99075,500,720,219,687,445,359,389,104,82468,1,2,1,25
727,9201,16822,68923,90957,541,393,322,373,121,412,255,370,59962,1,2,1,24
728,2617,70349,85086,94359,100,291,655,415,316,30,435,375,187587,1,1,1,68
729,10852,18286,3477,117472,596,721,210,625,379,92,369,308,24692,1,2,2,32
730,82813,88287,16794,119764,606,756,413,599,194,243,341,241,10540,1,1,2,67
731,58545,89414,84564,68878,390,375,236,205,147,228,18,94,204259,1,1,2,32
732,84184,76132,40616,149817,326,302,596,667,190,155,94,369,165135,1,2,1,23
733,29455,4773,66797,81096,759,335,632,319,59,265,200,28,30001,1,1,2,61
734,97091,29809,66995,65789,574,568,337,563,189,269,225,10,214223,1,3,2,48
735,79898,17990,93554,115223,653,780,323,790,42,175,282,222,171669,1,2,1,45
736,86057,30689,14554,133715,220,234,508,183,71,72,388,214,241928,1,1,2,69
737,53795,77373,50231,85748,275,672,793,692,85,219,212,389,11176,1,2,1,31
738,51085,39750,57188,120149,184,188,463,620,47,101,224,498,247654,1,2,2,38
739,37966,99433,97146,84992,430,564,620,458,456,429,364,400,99786,1,3,2,57
740,79207,25482,41326,62745,225,703,515,690,401,136,348,60,40429,1,2,1,37
741,73718,68613,71027,64300,692,471,562,200,393,386,29,149,212497,1,2,2,42
742,22713,36842,35832,103658,492,377,742,105,414,94,416,172,111465,1,3,2,54
743,82685,34595,55977,120754,628,305,237,453,97,227,402,285,130014,1,1,1,56
744,3580,95156,62765,123023,564,623,519,550,201,180,214,166,43791,1,1,1,51
745,32914,67173,17301,90386,240,222,285,764,330,343,362,0,221553,1,1,2,64
746,85988,43408,67328,119604,631,722,724,297,42,96,15,127,4482,1,2,2,28
747,30961,79186,89351,56281,748,364,206,107,324,467,195,416,101262,1,3,1,34
748,80638,35878,17239,124124,723,582,263,444,333,466,365,374,143276,1,3,2,43
749,58354,72040,18296,61340,728,113,678,682,443,294,482,370,264016,1,1,1,27
750,84618,66415,65163,50016,578,364,140,425,83,218,491,228,154697,1,2,2,43
751,31064,68138,28428,79880,209,369,611,132,145,392,459,313,129780,1,1,1,21
752,8493,61421,97632,57211,573,283,408,287,286,196,497,321,270072,1,2,2,63
753,96260,64861,31665,140416,599,605,105,486,261,135,117,489,203829,1,2,2,55
754,39903,76635,32797,112253,502,513,141,103,180,252,413,417,268308,1,3,2,26
755,45203,18873,92061,92857,143,174,492,519,269,139,248,14,108661,1,1,2,24
756,13467,32017,30408,100597,174,207,614,294,208,409,462,278,219501,1,3,2,47
757,66310,41513,79803,135976,190,128,148,364,356,357,310,189,193448,1,3,2,26
758,27933,2406,78043,138664,249,590,390,120,270,334,445,425,240302,1,3,1,34
759,60255,18854,98208,75855,536,106,410,153,464,377,182,115,119015,1,3,2,47
760,77301,46939,99546,84735,776,695,210,341,242,338,419,445,132537,1,2,2,35
761,38872,88637,85987,124570,383,634,782,685,349,282,9,45,255985,1,2,2,58
762,19467,78063,68319,92864,524,467,576,122,301,486,256,453,39794,1,2,1,65
763,28869,32890,90646,60810,179,382,583,781,499,347,465,471,238416,1,2,1,63
764,53622,16296,84127,74093,742,579,505,311,267,141,93,201,91136,1,1,2,42
765,63834,98041,28767,82128,639,473,710,787,221,269,68,442,192430,1,3,1,54
766,74289,49340,93005,98332,188,191,521,421,491,387,89,242,275356,1,2,2,52
767,29963,9120,8943,105593,457,417,769,634,92,288,493,29,168548,1,1,1,25
768,5246,6927,54188,148865,668,682,298,729,325,266,379,15,276513,1,2,1,20
769,4130,73447,72303,64116,729,752,379,327,99,274,252,409,112502,1,2,1,25
770,82236,88689,1855,96128,258,679,538,515,15,362,0,110,41727,1,3,2,54
771,13534,1518,32191,124386,695,694,366,459,338,476,466,62,68348,1,3,2,54
772,97965,76258,24061,145478,357,480,665,517,42,145,315,214,217226,1,2,1,66
773,86667,8912,77730,92356,581,422,180,581,461,182,170,347,155632,1,2,2,56
774,57909,3020,11952,109565,604,698,145,428,277,323,290,237,201443,1,2,2,60
775,23922,7760,5359,69091,107,137,360,248,412,478,103,48,280093,1,3,2,28
776,30218,28525,67290,123350,348,254,474,702,451,104,71,233,269080,1,3,2,38
777,69727,41827,44998,89271,166,745,545,143,316,468,49,236,136697,1,3,2,41
778,2261,47496,57765,59131,258,573,335,140,491,275,73,321,295232,1,2,1,68
779,18107,78257,89413,149184,461,174,498,100,148,119,497,337,136909,1,2,2,35
780,82690,62454,30900,134089,160,458,748,353,298,421,491,253,196925,1,2,1,21
781,66730,83710,63031,93687,494,601,227,277,243,207,20,40,230168,1,1,2,66
782,91482,53040,36641,76059,644,222,272,791,86,45,1,233,44841,1,3,1,45
783,67630,97109,97837,65193,456,607,387,165,393,193,140,129,230875,1,1,1,33
784,37902,25742,98283,90134,672,791,168,397,361,101,175,71,28609,1,1,2,23
785,70056,8988,52887,54136,333,497,408,165,36,385,91,419,87197,1,2,1,50
786,42757,4949,99479,53207,557,781,774,243,8,147,256,106,49375,1,3,2,69
787,31646,37918,57103,87963,692,513,126,127,17,346,158,465,184463,1,3,2,42
788,50250,36473,16692,101903,693,699,366,160,399,283,437,484,44715,1,1,1,57
789,9923,97245,54420,76848,786,251,524,468,278,379,157,495,279155,1,3,1,32
790,14672,26086,41145,111848,545,211,372,729,242,146,241,433,84476,1,1,2,32
791,86750,5573,18358,100606,327,441,673,513,282,333,65,262,194260,1,1,1,68
792,35686,63989,29148,110834,665,299,649,229,144,211,180,285,41010,1,3,2,54
793,46882,5549,88912,113260,566,687,451,734,105,428,335,35,281128,1,1,1,32
794,84429,30299,86434,55648,748,341,571,602,315,287,202,472,85275,1,1,2,50
795,15498,79733,31645,139428,485,345,728,664,292,336,495,197,70800,1,3,2,49
796,49965,3885,49297,56429,122,618,371,688,424,386,167,296,1784,1,2,2,56
797,42805,17597,57899,98622,625,744,586,615,440,304,305,326,224386,1,1,2,38
798,18885,25823,97565,118905,726,531,115,553,147,128,325,226,291123,1,1,1,39
799,21141,79033,38906,108982,277,298,647,546,234,345,177,119,26160,1,2,1,47
800,35375,89797,28011,116556,256,491,250,768,424,248,224,265,290715,1,1,2,45
801,78381,81318,65544,115008,373,337,602,596,265,403,48,50,135454,1,2,1,57
802,30341,76838,51165,119682,383,636,496,128,195,132,171,29,188282,1,3,1,40
803,30661,99211,6090,69731,562,144,273,576,440,89,158,103,287380,1,1,2,25
804,18955,91281,68501,110865,459,456,583,173,473,396,55,216,64111,1,2,2,60
805,3176,99839,71106,143430,577,376,578,474,85,172,300,391,171363,1,3,1,62
806,81940,65569,24882,113766,421,700,293,385,176,311,95,22,215447,1,1,2,38
807,73846,6413,81414,142657,735,390,356,799,245,329,68,326,26867,1,1,2,25
808,83370,86705,5750,108038,316,767,432,292,194,122,203,285,166951,1,3,1,29
809,60038,69586,84,98302,580,636,637,793,260,60,19,25,39247,1,1,2,50
810,14603,82980,44228,56945,416,487,228,170,128,159,346,38,172556,1,3,1,35
811,37063,66545,2443,138705,588,476,551,538,257,253,248,206,222465,1,1,2,61
812,48839,32477,19212,52117,635,248,257,539,414,129,481,385,195726,1,3,2,66
813,80928,3742,10859,143229,693,599,651,165,99,274,234,465,222956,1,2,1,41
814,5173,75108,61594,138875,106,605,483,617,24,160,318,167,254194,1,1,1,50
815,25022,72657,83332,56871,611,774,184,177,369,392,189,49,52364,1,3,1,44
816,44607,61482,28294,149987,502,739,753,271,25,426,141,337,282155,1,3,1,41
817,15323,68203,35812,111843,333,382,766,484,370,286,418,206,177280,1,2,1,59
818,50792,48260,78869,61677,170,722,496,727,284,379,70,424,200432,1,1,1,25
819,69590,8982,91185,81918,766,488,289,472,139,287,22,275,202955,1,2,1,42
820,88872,64451,67990,70962,517,377,499,150,325,482,432,462,37017,1,1,1,59
821,9301,56809,56966,93032,627,772,145,278,483,340,24,155,489,1,3,1,67
822,86512,83797,1197,122694,622,555,426,632,478,126,174,316,202244,1,3,1,50
823,6033,66831,88456,145512,454,304,338,341,352,494,91,392,250460,1,2,1,31
824,24499,14400,45522,103400,780,782,323,707,425,13,471,199,207173,1,3,2,67
825,21602,19701,38295,111068,651,756,196,748,219,396,43,202,208242,1,3,2,26
826,80417,36362,44554,101202,303,242,332,324,64,379,310,382,31122,1,3,2,68
827,61995,20133,71843,53644,738,629,366,478,48,26,466,316,1974,1,3,2,32
828,43493,19966,70868,85279,763,418,720,693,3,219,162,464,262482,1,2,1,36
829,99835,71547,46914,132622,196,552,276,749,200,289,481,491,252904,1,2,1,46
830,40325,82009,94250,148558,694,218,223,521,393,94,202,347,217457,1,1,2,46
831,49630,53338,35439,146301,390,636,420,426,318,83,375,196,299766,1,2,2,44
832,4023,92338,76578,114976,677,189,481,121,14,236,423,143,14185,1,2,2,46
833,48230,92953,64953,70116,167,297,567,579,1,29,189,90,120925,1,1,1,25
834,30281,26150,18872,91157,452,338,690,658,6,255,242,20,11817,1,3,1,47
835,84272,97509,56182,147328,419,588,418,243,216,10,143,10,110675,1,3,1,34
836,82235,48323,82547,69154,129,127,689,395,151,212,480,139,208713,1,1,2,67
837,40602,7177,19190,63760,451,752,669,713,378,414,76,391,112868,1,3,1,51
838,4925,91116,17529,120553,778,748,127,616,50,323,160,82,145177,1,1,2,47
839,4070,35280,57077,76075,510,712,511,594,141,447,130,479,280174,1,3,2,25
840,99064,18016,45263,136644,489,375,108,169,365,205,214,268,80801,1,3,2,47
841,28526,74200,43096,113949,180,306,793,217,107,133,279,289,280395,1,3,1,23
842,75106,73995,73013,61719,218,564,383,539,348,497,438,217,201400,1,2,2,67
843,3446,34953,85615,108452,701,553,663,631,361,369,466,34,167837,1,2,2,59
844,42178,84615,9006,101462,515,264,173,395,320,91,136,77,19151,1,1,1,54
845,11008,45434,77573,139281,280,517,119,733,279,241,343,65,242959,1,2,1,51
846,76925,98478,65078,102172,343,451,103,221,314,94,71,415,206241,1,1,2,51
847,46511,19808,7445,54143,451,299,364,430,275,341,359,495,23937,1,1,2,66
848,36514,40691,88873,112920,467,358,287,579,317,345,359,177,188687,1,1,2,41
849,89186,22950,86360,53060,538,270,373,429,461,382,153,495,213084,1,2,1,37
850,45917,71578,55988,144309,414,148,391,662,407,319,27,286,118374,1,1,1,47
851,42996,81918,30874,71226,503,624,148,369,394,384,306,229,837,1,2,1,22
852,23377,5041,46110,64687,177,735,400,536,111,291,237,45,30218,1,1,1,25
853,76547,66713,86974,133850,794,259,253,331,426,204,312,369,281154,1,1,1,44
854,39858,81454,25397,70492,360,633,310,706,177,473,403,215,171952,1,3,1,40
855,11884,9337,30103,108795,515,144,193,253,387,123,426,198,119043,1,1,2,27
856,8871,33343,71698,122662,230,147,279,154,217,156,332,159,196427,1,1,1,31
857,47765,8592,51105,65013,525,113,462,315,126,136,85,375,219969,1,1,2,66
858,67916,5921,59986,65930,376,352,229,799,363,338,292,51,93522,1,3,1,38
859,83720,24156,82956,69894,757,790,286,244,307,236,56,66,109068,1,2,2,27
860,27642,50029,16053,71304,566,521,673,379,354,91,237,192,278807,1,2,2,20
861,61908,80413,81766,54000,134,371,364,625,1,288,401,144,165094,1,1,2,68
862,73793,68022,28019,92309,134,718,442,179,324,28,214,90,299239,1,2,1,39
863,93135,55765,93621,73879,707,265,111,356,362,418,83,404,238701,1,1,1,22
864,20119,18885,81763,128209,158,199,565,312,336,20,445,168,172862,1,3,1,67
865,61608,5557,42119,143948,744,168,756,637,266,377,45,432,55118,1,1,1,25
866,56531,89015,66952,83205,672,257,186,362,7,392,378,416,8306,1,1,2,36
867,38543,97347,97724,146716,609,693,334,700,456,414,25,426,206709,1,2,1,43
868,73142,79145,62766,143266,333,150,236,563,378,139,153,342,176209,1,2,2,67
869,26192,99871,14994,149072,615,554,395,226,25,247,384,52,80990,1,3,1,30
870,50031,4822,68352,143996,266,475,259,658,156,462,221,415,192234,1,2,1,22
871,57937,32098,66502,85231,517,345,355,528,439,151,154,337,12518,1,3,2,24
872,39822,61242,92693,52990,635,219,172,155,489,41,411,190,120604,1,3,1,22
873,3612,56468,43091,117338,247,113,439,522,304,47,118,11,100567,1,2,1,27
874,64296,47983,45751,112342,116,473,681,383,278,211,330,104,202515,1,1,1,48
875,98974,96037,877,84567,324,639,427,705,85,13,192,449,143215,1,1,1,69
876,31243,19141,57311,99443,435,181,100,246,3,437,58,439,186581,1,2,1,69
877,42743,17285,79617,143248,644,161,255,346,37,280,252,196,15523,1,2,2,34
878,83398,69974,93442,137238,178,284,561,223,102,414,470,360,291626,1,2,2,31
879,59018,65722,26814,118828,302,167,604,654,23,461,223,141,209824,1,1,1,27
880,2051,47151,61076,128690,541,687,699,330,196,241,50,2,237765,1,2,1,36
881,5769,17626,85566,75410,685,298,497,781,122,429,428,3,106805,1,2,1,28
882,82291,87197,5616,117292,363,499,771,285,80,484,490,469,29328,1,1,1,50
883,16684,64890,67728,57440,110,570,376,123,265,221,493,208,150584,1,3,1,29
884,59665,7491,54282,112629,382,569,282,375,43,354,184,44,294800,1,1,1,33
885,59857,6391,65665,148850,458,406,103,576,382,174,120,67,78731,1,1,1,22
886,8543,94177,47436,139152,382,394,364,331,200,212,185,343,220332,1,2,2,53
887,33243,96817,14693,123650,585,791,474,546,76,287,260,246,111609,1,2,2,59
888,29352,48929,33266,86849,483,593,382,639,488,283,357,338,275946,1,3,2,57
889,72824,59599,23340,100382,249,390,366,758,168,260,189,298,289867,1,1,2,24
890,93919,38315,54544,140244,620,723,329,420,235,312,464,157,28591,1,1,2,42
891,3943,44762,90576,72121,461,350,755,574,328,28,212,468,32793,1,3,2,61
892,61457,97102,89079,112015,546,581,163,400,250,369,72,142,213787,1,3,2,41
893,21556,22499,84870,61087,423,692,337,157,138,269,448,163,220856,1,1,1,49
894,13993,95992,14558,77995,227,504,219,281,404,244,426,254,249170,1,1,2,44
895,32631,89652,98452,69846,774,396,400,628,467,271,249,151,88239,1,3,2,31
896,24904,27490,4276,50704,756,501,178,211,437,227,109,102,168349,1,1,1,25
897,76027,85790,4313,135080,309,488,308,373,113,409,100,295,216794,1,3,2,45
898,61818,20188,6970,107445,763,652,655,280,481,416,275,294,130977,1,3,1,61
899,3988,45687,71606,98211,786,401,244,216,433,14,27,196,124876,1,1,1,64
900,79334,12283,5533,110766,553,505,119,606,258,87,447,72,77123,1,1,1,42
901,66912,34371,21721,118123,285,177,567,468,52,227,168,81,185519,1,1,2,68
902,54088,82897,32695,136764,750,564,683,314,326,402,71,134,218221,1,2,1,47
903,93529,86569,34497,52855,586,627,777,380,105,54,274,359,296836,1,1,1,51
904,78175,85086,12131,104951,646,607,268,748,402,44,469,425,37443,1,2,1,33
905,34575,89970,1698,97300,784,794,218,698,265,108,154,200,25967,1,3,1,68
906,86676,58239,49135,125300,766,146,729,130,406,473,374,58,209032,1,3,2,45
907,25465,18217,83751,65286,145,761,464,573,363,235,498,270,173281,1,1,2,28
908,24088,29049,71787,115593,708,518,606,116,270,419,172,67,13944,1,2,2,42
909,54190,20353,45948,136070,361,585,572,737,41,363,425,125,282822,1,2,1,62
910,42433,83782,21692,147670,595,679,739,420,497,200,152,316,8475,1,3,2,38
911,47138,92432,73475,88709,301,507,613,528,361,142,183,274,65032,1,1,2,32
912,14419,6410,18837,139939,373,740,714,164,237,86,208,65,286977,1,1,1,29
913,86427,25432,54342,75239,422,518,468,484,188,225,70,63,234801,1,2,1,27
914,49490,18091,68528,55664,628,639,228,576,302,134,470,125,238279,1,3,2,67
915,54784,78687,28271,74571,621,291,568,444,165,234,381,436,100974,1,3,1,56
916,62819,55055,43958,111892,747,562,403,181,229,149,350,276,16362,1,2,1,25
917,69062,35033,63560,106052,172,588,306,217,373,313,132,436,252574,1,3,1,40
918,32138,45532,42102,108307,379,330,273,654,19,56,326,354,48611,1,3,1,30
919,21822,72119,75436,85961,711,476,157,248,152,280,262,68,272849,1,3,2,65
920,96213,45291,6410,68417,514,347,384,384,90,270,274,245,3042,1,1,1,37
921,94485,55899,93754,129628,260,433,214,168,194,252,384,113,231449,1,3,2,51
922,50412,22803,65433,148796,202,148,293,251,131,12,392,442,80562,1,3,1,39
923,31137,47332,6167,110967,269,133,413,455,383,453,294,182,260694,1,1,2,45
924,11513,87008,16007,107329,605,618,751,655,5,239,55,132,293417,1,1,1,57
925,15274,56256,21622,102902,673,715,194,388,169,495,344,450,274979,1,2,2,41
926,50545,83134,66887,128623,101,331,778,199,54,14,24,80,272440,1,2,2,61
927,3602,91182,23735,57250,560,178,437,368,281,449,384,41,95438,1,3,2,51
928,82486,33877,8716,54434,121,631,544,595,311,440,441,183,12803,1,2,2,44
929,74992,52466,6661,144289,312,317,591,455,148,415,460,85,109427,1,3,1,33
930,84825,41465,73402,54066,284,107,498,576,448,371,140,24,289174,1,3,2,44
931,25572,7857,62107,120231,745,191,582,751,373,124,393,468,281357,1,1,1,59
932,46327,6629,53742,51661,481,353,565,167,46,362,244,270,37005,1,1,2,28
933,59229,14356,30896,54352,463,713,162,742,88,393,297,208,237446,1,1,2,47
934,85935,6331,26153,104945,692,433,203,104,295,201,368,347,44450,1,2,1,30
935,80464,8134,91857,68876,379,606,698,272,29,261,151,184,56168,1,1,1,61
936,73268,99249,17477,149473,394,141,131,181,463,365,162,251,169060,1,2,2,30
937,21508,62115,93259,100305,334,771,335,642,94,115,259,364,118309,1,2,2,24
938,99047,5399,51414,122272,735,410,123,454,136,311,398,314,84186,1,2,1,59
939,16080,13283,73205,126105,638,504,633,518,24,67,481,287,122175,1,2,2,37
940,6666,93978,83019,108972,445,749,188,161,209,475,174,227,86874,1,2,2,59
941,95931,40749,65818,130064,261,486,108,421,278,228,253,239,105853,1,2,2,26
942,80157,49445,41834,67823,254,317,653,789,337,15,418,151,23831,1,2,1,30
943,97364,6312,27979,102300,347,751,581,345,309,172,310,486,247343,1,2,1,30
944,33425,85304,50856,122577,766,551,235,739,257,190,204,78,86764,1,3,1,57
945,58407,66533,55885,89971,348,165,492,638,440,381,209,74,48559,1,1,1,43
946,80425,43447,54120,86822,745,108,155,379,213,59,178,438,240270,1,2,2,33
947,1203,36593,26322,101417,206,574,460,370,435,421,131,181,286552,1,2,2,56
948,81912,24065,67579,91021,272,333,472,489,287,234,52,208,30815,1,1,1,39
949,15709,85533,70834,94065,499,251,312,287,458,461,77,415,249286,1,1,2,51
950,26949,66114,36613,59210,536,562,215,351,41,399,340,92,91671,1,3,1,61
951,16726,89250,23788,70947,180,491,289,590,265,475,269,251,40594,1,3,2,56
952,66819,56580,26999,98806,650,722,632,429,217,314,294,84,131769,1,3,1,64
953,32854,71261,68262,147854,548,729,299,343,218,270,96,459,37668,1,1,2,24
954,63216,30380,35548,132670,607,702,707,320,76,302,271,282,257828,1,3,2,51
955,69520,35201,34579,92913,413,549,208,428,150,100,216,73,113897,1,3,1,49
956,5866,51344,72742,136637,424,417,294,546,452,94,361,202,169284,1,1,1,62
957,76486,95329,65753,81429,798,413,666,472,295,31,199,479,251926,1,2,1,55
958,83860,73105,86507,89948,531,741,130,455,482,342,127,161,42198,1,3,1,29
959,18954,67334,4082,96510,248,192,714,637,166,160,316,318,233324,1,1,2,45
960,65687,81390,17480,92434,362,251,244,276,337,60,180,254,115419,1,1,1,36
961,49032,96981,48153,53077,537,534,286,633,275,294,493,342,141852,1,2,1,42
962,60134,19862,56697,63392,684,471,368,113,5,232,113,457,208570,1,2,2,22
963,55568,91228,85037,139900,550,780,739,259,351,38,93,66,295708,1,3,1,59
964,12245,25762,42788,95617,515,297,712,349,337,22,182,155,15616,1,1,2,55
965,61368,43759,20884,81801,508,698,190,330,291,299,33,256,202370,1,3,2,45
966,34019,78967,88253,54496,757,520,584,739,260,289,2,275,261913,1,3,2,31
967,33700,76285,74855,70127,154,701,311,357,3,61,303,217,280538,1,2,1,27
968,88545,71200,621,112068,159,290,462,246,25,186,263,327,180420,1,1,1,43
969,52410,89325,91365,115461,581,799,358,517,364,118,443,426,202636,1,2,2,40
970,19480,3001,55020,112198,364,555,422,579,441,262,165,131,88293,1,2,1,57
971,61769,58033,84710,64542,241,143,215,687,125,9,321,121,130952,1,3,2,34
972,15425,98683,18343,53352,217,459,453,505,85,137,277,232,236120,1,2,2,63
973,40411,50813,94302,137560,157,796,562,746,269,345,309,64,134653,1,3,2,21
974,45799,38615,3080,123749,713,288,769,567,26,178,477,443,259243,1,2,1,68
975,34844,93458,86490,100686,175,714,134,315,145,138,120,308,8089,1,1,1,66
976,11366,47986,2002,109585,344,786,606,795,385,44,320,32,132194,1,1,1,41
977,52782,84531,48537,85714,209,697,662,339,246,371,426,452,217116,1,1,2,48
978,14827,89850,91631,98924,181,388,723,147,146,117,325,485,106200,1,3,1,35
979,52035,72403,99440,144957,242,609,788,714,149,268,248,84,157149,1,2,2,47
980,2101,98872,84016,123453,345,737,437,656,230,144,275,463,51291,1,3,2,35
981,13895,71437,3547,79109,244,469,567,108,112,333,197,204,9669,1,2,1,56
982,67714,90876,64807,56186,218,196,352,487,151,387,488,156,158402,1,3,2,66
983,81663,15182,72847,73716,405,541,501,416,73,143,348,482,288246,1,3,1,32
984,10926,51051,70963,91326,551,584,574,293,82,319,81,468,67246,1,2,2,57
985,64967,7630,58941,120267,453,696,179,568,216,57,200,224,275735,1,1,2,36
986,75650,62908,21613,113103,249,187,138,475,163,29,404,399,223241,1,2,2,64
987,59477,54278,17853,147017,626,328,591,179,321,96,191,481,165629,1,1,1,40
988,17645,63022,59892,94709,784,165,139,197,447,128,131,477,56759,1,3,2,25
989,7366,27627,80514,92852,534,557,366,671,156,28,4,255,152239,1,2,2,22
990,24324,57445,87827,89338,109,249,667,631,327,240,113,199,272264,1,2,1,44
991,66329,14623,74427,110713,777,226,429,463,175,72,153,74,174224,1,3,2,63
992,66589,60666,64980,96338,157,739,112,386,100,315,219,478,244829,1,3,1,38
993,42261,44802,18058,93384,200,334,790,618,375,378,472,65,83509,1,1,2,68
994,76178,3040,90474,140502,528,566,491,671,110,316,158,131,184348,1,1,2,35
995,96638,85328,22592,104548,656,486,718,655,394,177,176,432,266994,1,2,2,41
996,51014,89054,51415,120493,662,200,344,157,457,189,275,267,159470,1,1,1,55
997,69893,83601,83210,111090,238,657,214,633,201,115,27,499,241453,1,3,2,23
998,7829,58645,23489,144559,785,229,589,287,387,363,160,255,100173,1,1,1,32
999,48208,13524,70103,60306,400,294,524,141,72,182,356,401,67791,1,1,2,29
